title,runtime,parental_guide,genre,directors,stars,writers,person_id,gross_us_canada,film_id
"Lock, Stock and Two Smoking Barrels",1h 47m,R,"['Action', 'Comedy', 'Crime']",['Guy Ritchie'],"['Jason Flemyng', 'Dexter Fletcher', 'Nick Moran']",['Guy Ritchie'],"{'directors': ['0005363'], 'stars': ['0002076', '0002077', '0602941'], 'writers': ['0005363']}","$3,753,929",0120735
The Secret in Their Eyes,2h 9m,R,"['Drama', 'Mystery', 'Romance']",['Juan José Campanella'],"['Ricardo Darín', 'Soledad Villamil', 'Pablo Rago']","['Eduardo Sacheri', 'Juan José Campanella']","{'directors': ['0002728'], 'stars': ['0201857', '0897845', '0706567'], 'writers': ['3160078', '0002728']}","$6,391,436",1305806
Inside Out,1h 35m,PG,"['Animation', 'Adventure', 'Comedy']","['Pete Docter', 'Ronnie Del Carmen']","['Amy Poehler', 'Bill Hader', 'Lewis Black']","['Pete Docter', 'Ronnie Del Carmen', 'Meg LeFauve']","{'directors': ['0230032', '0215455'], 'stars': ['0688132', '0352778', '0085400'], 'writers': ['0230032', '0215455', '0498834']}","$356,921,711",2096673
Prisoners,2h 33m,R,"['Crime', 'Drama', 'Mystery']",['Denis Villeneuve'],"['Hugh Jackman', 'Jake Gyllenhaal', 'Viola Davis']",['Aaron Guzikowski'],"{'directors': ['0898288'], 'stars': ['0413168', '0350453', '0205626'], 'writers': ['3360706']}","$61,002,302",1392214
"Three Billboards Outside Ebbing, Missouri",1h 55m,R,"['Comedy', 'Crime', 'Drama']",['Martin McDonagh'],"['Frances McDormand', 'Woody Harrelson', 'Sam Rockwell']",['Martin McDonagh'],"{'directors': ['1732981'], 'stars': ['0000531', '0000437', '0005377'], 'writers': ['1732981']}","$54,513,740",5027774
The Bridge on the River Kwai,2h 41m,PG,"['Adventure', 'Drama', 'War']",['David Lean'],"['William Holden', 'Alec Guinness', 'Jack Hawkins']","['Pierre Boulle', 'Carl Foreman', 'Michael Wilson']","{'directors': ['0000180'], 'stars': ['0000034', '0000027', '0370144'], 'writers': ['0099541', '0286025', '0933858']}","$27,200,000",0050212
Trainspotting,1h 33m,R,['Drama'],['Danny Boyle'],"['Ewan McGregor', 'Ewen Bremner', 'Jonny Lee Miller']","['Irvine Welsh', 'John Hodge']","{'directors': ['0000965'], 'stars': ['0000191', '0001971', '0001538'], 'writers': ['0920543', '0388076']}","$16,491,080",0117951
Fargo,1h 38m,R,"['Crime', 'Thriller']","['Joel Coen', 'Ethan Coen']","['William H. Macy', 'Frances McDormand', 'Steve Buscemi']","['Ethan Coen', 'Joel Coen']","{'directors': ['0001054', '0001053'], 'stars': ['0000513', '0000531', '0000114'], 'writers': ['0001053', '0001054']}","$24,611,975",0116282
Warrior,2h 20m,PG-13,"['Action', 'Drama', 'Sport']","[""Gavin O'Connor""]","['Tom Hardy', 'Nick Nolte', 'Joel Edgerton']","[""Gavin O'Connor"", 'Anthony Tambakis', 'Cliff Dorfman']","{'directors': ['0640334'], 'stars': ['0362766', '0000560', '0249291'], 'writers': ['0640334', '3294574', '0233561']}","$13,657,115",1291584
Gran Torino,1h 56m,R,['Drama'],['Clint Eastwood'],"['Clint Eastwood', 'Bee Vang', 'Christopher Carley']","['Nick Schenk', 'Dave Johannson']","{'directors': ['0000142'], 'stars': ['0000142', '3057402', '1542291'], 'writers': ['1010405', '3164738']}","$148,095,302",1205489
Catch Me If You Can,2h 21m,PG-13,"['Biography', 'Crime', 'Drama']",['Steven Spielberg'],"['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken']","['Jeff Nathanson', 'Frank Abagnale Jr.', 'Stan Redding']","{'directors': ['0000229'], 'stars': ['0000138', '0000158', '0000686'], 'writers': ['0622288', '0007646', '1127221']}","$164,615,351",0264464
My Neighbor Totoro,1h 26m,G,"['Animation', 'Comedy', 'Family']",['Hayao Miyazaki'],"['Hitoshi Takagi', 'Noriko Hidaka', 'Chika Sakamoto']",['Hayao Miyazaki'],"{'directors': ['0594503'], 'stars': ['0847054', '0383022', '0757076'], 'writers': ['0594503']}","$2,250,213",0096283
Million Dollar Baby,2h 12m,PG-13,"['Drama', 'Sport']",['Clint Eastwood'],"['Hilary Swank', 'Clint Eastwood', 'Morgan Freeman']","['Paul Haggis', 'F.X. Toole']","{'directors': ['0000142'], 'stars': ['0005476', '0000142', '0000151'], 'writers': ['0353673', '0101801']}","$100,492,203",0405159
Klaus,1h 36m,PG,"['Animation', 'Adventure', 'Comedy']","['Sergio Pablos', 'Carlos Martínez López']","['Jason Schwartzman', 'J.K. Simmons', 'Rashida Jones']","['Sergio Pablos', 'Jim Mahoney', 'Zach Lewis']","{'directors': ['0655053', '3582089'], 'stars': ['0005403', '0799777', '0429069'], 'writers': ['0655053', '2700235', '2082813']}",,4729430
Harry Potter and the Deathly Hallows: Part 2,2h 10m,PG-13,"['Adventure', 'Family', 'Fantasy']",['David Yates'],"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint']","['Steve Kloves', 'J.K. Rowling']","{'directors': ['0946734'], 'stars': ['0705356', '0914612', '0342488'], 'writers': ['0460141', '0746830']}","$381,447,587",1201607
Children of Heaven,1h 29m,PG,"['Drama', 'Family', 'Sport']",['Majid Majidi'],"['Mohammad Amir Naji', 'Amir Farrokh Hashemian', 'Bahare Seddiqi']",['Majid Majidi'],"{'directors': ['0006498'], 'stars': ['0619870', '0268488', '0781245'], 'writers': ['0006498']}","$933,933",0118849
Blade Runner,1h 57m,R,"['Action', 'Drama', 'Sci-Fi']",['Ridley Scott'],"['Harrison Ford', 'Rutger Hauer', 'Sean Young']","['Hampton Fancher', 'David Webb Peoples', 'Philip K. Dick']","{'directors': ['0000631'], 'stars': ['0000148', '0000442', '0000707'], 'writers': ['0266684', '0672459', '0001140']}","$32,914,489",0083658
12 Years a Slave,2h 14m,R,"['Biography', 'Drama', 'History']",['Steve McQueen'],"['Chiwetel Ejiofor', 'Michael Kenneth Williams', 'Michael Fassbender']","['John Ridley', 'Solomon Northup']","{'directors': ['2588606'], 'stars': ['0252230', '0931324', '1055413'], 'writers': ['0725983', '1185849']}","$56,671,993",2024544
Before Sunrise,1h 41m,R,"['Drama', 'Romance']",['Richard Linklater'],"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert']","['Richard Linklater', 'Kim Krizan']","{'directors': ['0000500'], 'stars': ['0000160', '0000365', '0248600'], 'writers': ['0000500', '0471811']}","$5,535,405",0112471
The Gold Rush,1h 35m,Passed,"['Adventure', 'Comedy', 'Drama']",['Charles Chaplin'],"['Charles Chaplin', 'Mack Swain', 'Tom Murray']",['Charles Chaplin'],"{'directors': ['0000122'], 'stars': ['0000122', '0841501', '0615306'], 'writers': ['0000122']}",,0015864
The Grand Budapest Hotel,1h 39m,R,"['Adventure', 'Comedy', 'Crime']",['Wes Anderson'],"['Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric']","['Stefan Zweig', 'Wes Anderson', 'Hugo Guinness']","{'directors': ['0027572'], 'stars': ['0000146', '0000719', '0023832'], 'writers': ['0959003', '0027572', '2450453']}","$59,301,324",2278388
Ben-Hur,3h 32m,G,"['Adventure', 'Drama']",['William Wyler'],"['Charlton Heston', 'Jack Hawkins', 'Stephen Boyd']","['Lew Wallace', 'Karl Tunberg', 'Gore Vidal']","{'directors': ['0943758'], 'stars': ['0000032', '0370144', '0000963'], 'writers': ['0908753', '0876562', '0000683']}","$74,432,704",0052618
Gone Girl,2h 29m,R,"['Drama', 'Mystery', 'Thriller']",['David Fincher'],"['Ben Affleck', 'Rosamund Pike', 'Neil Patrick Harris']",['Gillian Flynn'],"{'directors': ['0000399'], 'stars': ['0000255', '0683253', '0000439'], 'writers': ['5058839']}","$167,767,189",2267998
On the Waterfront,1h 48m,Approved,"['Crime', 'Drama', 'Thriller']",['Elia Kazan'],"['Marlon Brando', 'Karl Malden', 'Lee J. Cobb']","['Budd Schulberg', 'Malcolm Johnson', 'Robert Siodmak']","{'directors': ['0001415'], 'stars': ['0000008', '0001500', '0002011'], 'writers': ['0775977', '0425711', '0802563']}",,0047296
Barry Lyndon,3h 5m,PG,"['Adventure', 'Drama', 'War']",['Stanley Kubrick'],"[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee']","['Stanley Kubrick', 'William Makepeace Thackeray']","{'directors': ['0000040'], 'stars': ['0641939', '0001943', '0535861'], 'writers': ['0000040', '0856842']}",,0072684
Hacksaw Ridge,2h 19m,R,"['Biography', 'Drama', 'History']",['Mel Gibson'],"['Andrew Garfield', 'Sam Worthington', 'Luke Bracey']","['Robert Schenkkan', 'Andrew Knight']","{'directors': ['0000154'], 'stars': ['1940449', '0941777', '3478396'], 'writers': ['0770938', '0460795']}","$67,209,615",2119532
In the Name of the Father,2h 13m,R,"['Biography', 'Crime', 'Drama']",['Jim Sheridan'],"['Daniel Day-Lewis', 'Pete Postlethwaite', 'Alison Crosbie']","['Gerry Conlon', 'Terry George', 'Jim Sheridan']","{'directors': ['0006487'], 'stars': ['0000358', '0000592', '0188949'], 'writers': ['0174840', '0313623', '0006487']}","$25,096,862",0107207
The General,1h 18m,Passed,"['Action', 'Adventure', 'Comedy']","['Clyde Bruckman', 'Buster Keaton']","['Buster Keaton', 'Marion Mack', 'Glen Cavender']","['Buster Keaton', 'Clyde Bruckman', 'Al Boasberg']","{'directors': ['0115669', '0000036'], 'stars': ['0000036', '0533045', '0147070'], 'writers': ['0000036', '0115669', '0090213']}",,0017925
The Deer Hunter,3h 3m,R,"['Drama', 'War']",['Michael Cimino'],"['Robert De Niro', 'Christopher Walken', 'John Cazale']","['Michael Cimino', 'Deric Washburn', 'Louis Garfinkle']","{'directors': ['0001047'], 'stars': ['0000134', '0000686', '0001030'], 'writers': ['0001047', '0913346', '0307311']}","$48,979,328",0077416
Memories of Murder,2h 12m,Not Rated,"['Crime', 'Drama', 'Mystery']",['Bong Joon Ho'],"['Song Kang-ho', 'Kim Sang-kyung', 'Roe-ha Kim']","['Bong Joon Ho', 'Kwang-rim Kim', 'Sung-bo Shim']","{'directors': ['0094435'], 'stars': ['0814280', '1235292', '1323287'], 'writers': ['0094435', '1323286', '1646563']}","$15,357",0353969
Wild Strawberries,1h 31m,Not Rated,"['Drama', 'Romance']",['Ingmar Bergman'],"['Victor Sjöström', 'Bibi Andersson', 'Ingrid Thulin']",['Ingmar Bergman'],"{'directors': ['0000005'], 'stars': ['0803705', '0000761', '0862026'], 'writers': ['0000005']}",,0050986
The Wages of Fear,2h 11m,Not Rated,"['Adventure', 'Drama', 'Thriller']",['Henri-Georges Clouzot'],"['Yves Montand', 'Charles Vanel', 'Peter van Eyck']","['Georges Arnaud', 'Henri-Georges Clouzot', 'Jérôme Géronimi']","{'directors': ['0167241'], 'stars': ['0598971', '0889024', '0886870'], 'writers': ['1064118', '0167241', '0350823']}",,0046268
The Third Man,1h 33m,Approved,"['Film-Noir', 'Mystery', 'Thriller']",['Carol Reed'],"['Orson Welles', 'Joseph Cotten', 'Alida Valli']","['Graham Greene', 'Orson Welles', 'Alexander Korda']","{'directors': ['0715346'], 'stars': ['0000080', '0001072', '0885098'], 'writers': ['0001294', '0000080', '0466099']}","$1,067,364",0041959
Wild Tales,2h 2m,R,"['Comedy', 'Drama', 'Thriller']",['Damián Szifron'],"['Darío Grandinetti', 'María Marull', 'Mónica Villa']","['Julian Loyola', 'Damián Szifron', 'Germán Servidio']","{'directors': ['1167933'], 'stars': ['0334882', '0555404', '0897640'], 'writers': ['2265326', '1167933', '1238855']}","$3,106,530",3011894
Sherlock Jr.,45m,Passed,"['Action', 'Comedy', 'Romance']",['Buster Keaton'],"['Buster Keaton', 'Kathryn McGuire', 'Joe Keaton']","['Jean C. Havez', 'Joseph A. Mitchell', 'Clyde Bruckman']","{'directors': ['0000036'], 'stars': ['0000036', '0570230', '0444172'], 'writers': ['0369841', '0593477', '0115669']}","$977,375",0015324
Mad Max: Fury Road,2h,R,"['Action', 'Adventure', 'Sci-Fi']",['George Miller'],"['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult']","['George Miller', 'Brendan McCarthy', 'Nick Lathouris']","{'directors': ['0004306'], 'stars': ['0362766', '0000234', '0396558'], 'writers': ['0004306', '0565068', '0490147']}","$154,280,290",1392190
Dead Poets Society,2h 8m,PG,"['Comedy', 'Drama']",['Peter Weir'],"['Robin Williams', 'Robert Sean Leonard', 'Ethan Hawke']",['Tom Schulman'],"{'directors': ['0001837'], 'stars': ['0000245', '0000494', '0000160'], 'writers': ['0776114']}","$95,860,116",0097165
Mr. Smith Goes to Washington,2h 9m,Passed,"['Comedy', 'Drama']",['Frank Capra'],"['James Stewart', 'Jean Arthur', 'Claude Rains']","['Sidney Buchman', 'Lewis R. Foster', 'Myles Connolly']","{'directors': ['0001008'], 'stars': ['0000071', '0000795', '0001647'], 'writers': ['0118227', '0287931', '0175333']}","$144,738",0031679
"Monsters, Inc.",1h 32m,G,"['Animation', 'Adventure', 'Comedy']","['Pete Docter', 'David Silverman', 'Lee Unkrich']","['Billy Crystal', 'John Goodman', 'Mary Gibbs']","['Pete Docter', 'Jill Culton', 'Jeff Pidgeon']","{'directors': ['0230032', '0798899', '0881279'], 'stars': ['0000345', '0000422', '0316701'], 'writers': ['0230032', '0191717', '0682066']}","$290,642,256",0198781
How to Train Your Dragon,1h 38m,PG,"['Animation', 'Action', 'Adventure']","['Dean DeBlois', 'Chris Sanders']","['Jay Baruchel', 'Gerard Butler', 'Christopher Mintz-Plasse']","['William Davies', 'Dean DeBlois', 'Chris Sanders']","{'directors': ['0213450', '0761498'], 'stars': ['0059431', '0124930', '2395586'], 'writers': ['0204030', '0213450', '0761498']}","$217,581,231",0892769
Jaws,2h 4m,PG,"['Adventure', 'Mystery', 'Thriller']",['Steven Spielberg'],"['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss']","['Peter Benchley', 'Carl Gottlieb']","{'directors': ['0000229'], 'stars': ['0001702', '0001727', '0000377'], 'writers': ['0001940', '0331956']}","$265,859,065",0073195
Mary and Max,1h 32m,Not Rated,"['Animation', 'Comedy', 'Drama']",['Adam Elliot'],"['Toni Collette', 'Philip Seymour Hoffman', 'Eric Bana']",['Adam Elliot'],"{'directors': ['0254178'], 'stars': ['0001057', '0000450', '0051509'], 'writers': ['0254178']}",,0978762
The Seventh Seal,1h 36m,Not Rated,"['Drama', 'Fantasy']",['Ingmar Bergman'],"['Max von Sydow', 'Gunnar Björnstrand', 'Bengt Ekerot']",['Ingmar Bergman'],"{'directors': ['0000005'], 'stars': ['0001884', '0085038', '0252345'], 'writers': ['0000005']}",,0050976
Room,1h 58m,R,"['Drama', 'Thriller']",['Lenny Abrahamson'],"['Brie Larson', 'Jacob Tremblay', 'Sean Bridgers']",['Emma Donoghue'],"{'directors': ['1049433'], 'stars': ['0488953', '5016878', '0108703'], 'writers': ['1480980']}","$14,677,654",3170832
The Big Lebowski,1h 57m,R,"['Comedy', 'Crime']","['Joel Coen', 'Ethan Coen']","['Jeff Bridges', 'John Goodman', 'Julianne Moore']","['Ethan Coen', 'Joel Coen']","{'directors': ['0001054', '0001053'], 'stars': ['0000313', '0000422', '0000194'], 'writers': ['0001053', '0001054']}","$18,254,458",0118715
Ford v Ferrari,2h 32m,PG-13,"['Action', 'Biography', 'Drama']",['James Mangold'],"['Matt Damon', 'Christian Bale', 'Jon Bernthal']","['Jez Butterworth', 'John-Henry Butterworth', 'Jason Keller']","{'directors': ['0003506'], 'stars': ['0000354', '0000288', '1256532'], 'writers': ['0125336', '3890871', '0445669']}","$117,624,357",1950186
Tokyo Story,2h 16m,Not Rated,['Drama'],['Yasujirô Ozu'],"['Chishû Ryû', 'Chieko Higashiyama', 'Sô Yamamura']","['Kôgo Noda', 'Yasujirô Ozu']","{'directors': ['0654868'], 'stars': ['0753479', '0383261', '0945522'], 'writers': ['0633792', '0654868']}",,0046438
Ratatouille,1h 51m,G,"['Animation', 'Adventure', 'Comedy']","['Brad Bird', 'Jan Pinkava']","['Brad Garrett', 'Lou Romano', 'Patton Oswalt']","['Brad Bird', 'Jan Pinkava', 'Jim Capobianco']","{'directors': ['0083348', '0684342'], 'stars': ['0004951', '0738918', '0652663'], 'writers': ['0083348', '0684342', '0135296']}","$206,445,654",0382932
Rocky,2h,PG,"['Drama', 'Sport']",['John G. Avildsen'],"['Sylvester Stallone', 'Talia Shire', 'Burt Young']",['Sylvester Stallone'],"{'directors': ['0000814'], 'stars': ['0000230', '0001735', '0949350'], 'writers': ['0000230']}","$117,235,147",0075148
Hotel Rwanda,2h 1m,PG-13,"['Biography', 'Drama', 'History']",['Terry George'],"['Don Cheadle', 'Sophie Okonedo', 'Joaquin Phoenix']","['Keir Pearson', 'Terry George']","{'directors': ['0313623'], 'stars': ['0000332', '0645683', '0001618'], 'writers': ['0669311', '0313623']}","$23,530,892",0395169
The Passion of Joan of Arc,1h 54m,Passed,"['Biography', 'Drama', 'History']",['Carl Theodor Dreyer'],"['Maria Falconetti', 'Eugene Silvain', 'André Berley']","['Joseph Delteil', 'Carl Theodor Dreyer']","{'directors': ['0003433'], 'stars': ['0266029', '0798564', '0075551'], 'writers': ['0217865', '0003433']}","$21,877",0019254
Logan,2h 17m,R,"['Action', 'Drama', 'Sci-Fi']",['James Mangold'],"['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen']","['James Mangold', 'Scott Frank', 'Michael Green']","{'directors': ['0003506'], 'stars': ['0413168', '0001772', '6748436'], 'writers': ['0003506', '0291082', '0338169']}","$226,277,068",3315342
Platoon,2h,R,"['Drama', 'War']",['Oliver Stone'],"['Charlie Sheen', 'Tom Berenger', 'Willem Dafoe']",['Oliver Stone'],"{'directors': ['0000231'], 'stars': ['0000221', '0000297', '0000353'], 'writers': ['0000231']}","$138,530,565",0091763
Spotlight,2h 9m,R,"['Biography', 'Crime', 'Drama']",['Tom McCarthy'],"['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams']","['Josh Singer', 'Tom McCarthy']","{'directors': ['0565336'], 'stars': ['0749263', '0000474', '1046097'], 'writers': ['1802857', '0565336']}","$45,055,776",1895587
The Terminator,1h 47m,R,"['Action', 'Sci-Fi']",['James Cameron'],"['Arnold Schwarzenegger', 'Linda Hamilton', 'Michael Biehn']","['James Cameron', 'Gale Anne Hurd', 'William Wisher']","{'directors': ['0000116'], 'stars': ['0000216', '0000157', '0000299'], 'writers': ['0000116', '0005036', '0936537']}","$38,371,200",0088247
Jai Bhim,2h 44m,TV-MA,"['Crime', 'Drama', 'Mystery']",['T.J. Gnanavel'],"['Suriya', 'Lijo Mol Jose', 'Manikandan K.']","['T.J. Gnanavel', 'Rajendra Sapre']","{'directors': ['4377096'], 'stars': ['1421814', '7934649', '8904193'], 'writers': ['4377096', '13222819']}",,15097216
Before Sunset,1h 20m,R,"['Drama', 'Romance']",['Richard Linklater'],"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff']","['Richard Linklater', 'Julie Delpy', 'Ethan Hawke']","{'directors': ['0000500'], 'stars': ['0000160', '0000365', '0229943'], 'writers': ['0000500', '0000365', '0000160']}","$5,820,649",0381681
Rush,2h 3m,R,"['Action', 'Biography', 'Drama']",['Ron Howard'],"['Daniel Brühl', 'Chris Hemsworth', 'Olivia Wilde']",['Peter Morgan'],"{'directors': ['0000165'], 'stars': ['0117709', '1165110', '1312575'], 'writers': ['0604948']}","$26,947,624",1979320
Network,2h 1m,R,['Drama'],['Sidney Lumet'],"['Faye Dunaway', 'William Holden', 'Peter Finch']",['Paddy Chayefsky'],"{'directors': ['0001486'], 'stars': ['0001159', '0000034', '0002075'], 'writers': ['0154665']}","$23,689,877",0074958
Stand by Me,1h 29m,R,"['Adventure', 'Comedy', 'Drama']",['Rob Reiner'],"['Wil Wheaton', 'River Phoenix', 'Corey Feldman']","['Stephen King', 'Raynold Gideon', 'Bruce A. Evans']","{'directors': ['0001661'], 'stars': ['0000696', '0000203', '0000397'], 'writers': ['0000175', '0317279', '0262595']}","$52,287,414",0092005
The Best Years of Our Lives,2h 50m,Approved,"['Drama', 'Romance', 'War']",['William Wyler'],"['Myrna Loy', 'Dana Andrews', 'Fredric March']","['Robert E. Sherwood', 'MacKinlay Kantor']","{'directors': ['0943758'], 'stars': ['0001485', '0000763', '0545298'], 'writers': ['0792845', '0437969']}","$23,650,000",0036868
La haine,1h 38m,Not Rated,"['Crime', 'Drama']",['Mathieu Kassovitz'],"['Vincent Cassel', 'Hubert Koundé', 'Saïd Taghmaoui']",['Mathieu Kassovitz'],"{'directors': ['0440913'], 'stars': ['0001993', '0468003', '0846548'], 'writers': ['0440913']}","$280,859",0113247
The Wizard of Oz,1h 42m,G,"['Adventure', 'Family', 'Fantasy']","['Victor Fleming', 'George Cukor', 'Mervyn LeRoy']","['Judy Garland', 'Frank Morgan', 'Ray Bolger']","['Noel Langley', 'Florence Ryerson', 'Edgar Allan Woolf']","{'directors': ['0281808', '0002030', '0503777'], 'stars': ['0000023', '0604656', '0001961'], 'writers': ['0486538', '0753249', '0941138']}","$24,668,669",0032138
Into the Wild,2h 28m,R,"['Adventure', 'Biography', 'Drama']",['Sean Penn'],"['Emile Hirsch', 'Vince Vaughn', 'Catherine Keener']","['Sean Penn', 'Jon Krakauer']","{'directors': ['0000576'], 'stars': ['0386472', '0000681', '0001416'], 'writers': ['0000576', '1040556']}","$18,354,356",0758758
The Exorcist,2h 2m,R,['Horror'],['William Friedkin'],"['Ellen Burstyn', 'Max von Sydow', 'Linda Blair']",['William Peter Blatty'],"{'directors': ['0001243'], 'stars': ['0000995', '0001884', '0000304'], 'writers': ['0087861']}","$233,005,644",0070047
Pirates of the Caribbean: The Curse of the Black Pearl,2h 23m,PG-13,"['Action', 'Adventure', 'Fantasy']",['Gore Verbinski'],"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom']","['Ted Elliott', 'Terry Rossio', 'Stuart Beattie']","{'directors': ['0893659'], 'stars': ['0000136', '0001691', '0089217'], 'writers': ['0254645', '0744429', '0064181']}","$305,413,918",0325980
The Incredibles,1h 55m,PG,"['Animation', 'Action', 'Adventure']",['Brad Bird'],"['Craig T. Nelson', 'Samuel L. Jackson', 'Holly Hunter']",['Brad Bird'],"{'directors': ['0083348'], 'stars': ['0005266', '0000168', '0000456'], 'writers': ['0083348']}","$261,441,092",0317705
To Be or Not to Be,1h 39m,Passed,"['Comedy', 'Romance', 'War']",['Ernst Lubitsch'],"['Carole Lombard', 'Jack Benny', 'Robert Stack']","['Melchior Lengyel', 'Edwin Justus Mayer', 'Ernst Lubitsch']","{'directors': ['0523932'], 'stars': ['0001479', '0000912', '0821041'], 'writers': ['0501872', '0562372', '0523932']}","$3,270,000",0035446
Groundhog Day,1h 41m,PG,"['Comedy', 'Drama', 'Fantasy']",['Harold Ramis'],"['Bill Murray', 'Andie MacDowell', 'Chris Elliott']","['Danny Rubin', 'Harold Ramis']","{'directors': ['0000601'], 'stars': ['0000195', '0000510', '0254402'], 'writers': ['0748035', '0000601']}","$71,107,962",0107048
The Grapes of Wrath,2h 9m,Passed,['Drama'],['John Ford'],"['Henry Fonda', 'Jane Darwell', 'John Carradine']","['Nunnally Johnson', 'John Steinbeck']","{'directors': ['0000406'], 'stars': ['0000020', '0002034', '0001017'], 'writers': ['0425913', '0825705']}",,0032551
Hachi: A Dog's Tale,1h 33m,G,"['Biography', 'Drama', 'Family']",['Lasse Hallström'],"['Richard Gere', 'Joan Allen', 'Cary-Hiroyuki Tagawa']","['Stephen P. Lindsey', 'Kaneto Shindô']","{'directors': ['0002120'], 'stars': ['0000152', '0000260', '0846480'], 'writers': ['2124742', '0793881']}",,1028532
My Father and My Son,1h 52m,Not Rated,"['Drama', 'Family']",['Çagan Irmak'],"['Çetin Tekindor', 'Fikret Kuskan', 'Hümeyra']",['Çagan Irmak'],"{'directors': ['1463981'], 'stars': ['1002038', '0476334', '0406157'], 'writers': ['1463981']}",,0476735
The Battle of Algiers,2h 1m,Not Rated,"['Drama', 'War']",['Gillo Pontecorvo'],"['Brahim Hadjadj', 'Jean Martin', 'Yacef Saadi']","['Franco Solinas', 'Gillo Pontecorvo']","{'directors': ['0690597'], 'stars': ['0352835', '0552483', '0754272'], 'writers': ['0758357', '0690597']}","$879,794",0058946
The Handmaiden,2h 25m,Not Rated,"['Drama', 'Romance', 'Thriller']",['Park Chan-wook'],"['Kim Min-hee', 'Ha Jung-woo', 'Cho Jin-woong']","['Sarah Waters', 'Chung Seo-kyung', 'Park Chan-wook']","{'directors': ['0661791'], 'stars': ['1195119', '1978402', '2437361'], 'writers': ['1258797', '1941029', '0661791']}","$2,006,788",4016934
Amores Perros,2h 34m,R,"['Drama', 'Thriller']",['Alejandro G. Iñárritu'],"['Emilio Echevarría', 'Gael García Bernal', 'Goya Toledo']",['Guillermo Arriaga'],"{'directors': ['0327944'], 'stars': ['0248408', '0305558', '0865949'], 'writers': ['0037247']}","$5,408,467",0245712
Rebecca,2h 10m,Approved,"['Drama', 'Film-Noir', 'Mystery']",['Alfred Hitchcock'],"['Laurence Olivier', 'Joan Fontaine', 'George Sanders']","['Daphne Du Maurier', 'Robert E. Sherwood', 'Joan Harrison']","{'directors': ['0000033'], 'stars': ['0000059', '0000021', '0001695'], 'writers': ['0238898', '0792845', '0365661']}",,0032976
Cool Hand Luke,2h 7m,GP,"['Crime', 'Drama']",['Stuart Rosenberg'],"['Paul Newman', 'George Kennedy', 'Strother Martin']","['Donn Pearce', 'Frank Pierson', 'Hal Dresner']","{'directors': ['0742341'], 'stars': ['0000056', '0001421', '0001510'], 'writers': ['0668914', '0682757', '0237543']}",,0061512
The Sound of Music,2h 52m,G,"['Biography', 'Drama', 'Family']",['Robert Wise'],"['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker']","['Georg Hurdalek', 'Howard Lindsay', 'Russel Crouse']","{'directors': ['0936404'], 'stars': ['0000267', '0001626', '0662223'], 'writers': ['0403346', '0512231', '0189496']}","$159,287,539",0059742
Pather Panchali,2h 5m,Not Rated,['Drama'],['Satyajit Ray'],"['Kanu Bannerjee', 'Karuna Bannerjee', 'Subir Banerjee']","['Bibhutibhushan Bandyopadhyay', 'Satyajit Ray']","{'directors': ['0006249'], 'stars': ['0052333', '0052334', '0052343'], 'writers': ['0051808', '0006249']}","$134,241",0048473
It Happened One Night,1h 45m,Passed,"['Comedy', 'Romance']",['Frank Capra'],"['Clark Gable', 'Claudette Colbert', 'Walter Connolly']","['Robert Riskin', 'Samuel Hopkins Adams']","{'directors': ['0001008'], 'stars': ['0000022', '0001055', '0175369'], 'writers': ['0728307', '0011343']}",,0025316
The Iron Giant,1h 26m,PG,"['Animation', 'Action', 'Adventure']",['Brad Bird'],"['Eli Marienthal', 'Harry Connick Jr.', 'Jennifer Aniston']","['Tim McCanlies', 'Brad Bird', 'Ted Hughes']","{'directors': ['0083348'], 'stars': ['0547349', '0001065', '0000098'], 'writers': ['0564827', '0083348', '0400954']}","$23,315,035",0129167
The 400 Blows,1h 39m,Not Rated,"['Crime', 'Drama']",['François Truffaut'],"['Jean-Pierre Léaud', 'Albert Rémy', 'Claire Maurier']","['François Truffaut', 'Marcel Moussy']","{'directors': ['0000076'], 'stars': ['0529543', '0753716', '0561158'], 'writers': ['0000076', '0610115']}",$509,0053198
The Help,2h 26m,PG-13,['Drama'],['Tate Taylor'],"['Viola Davis', 'Emma Stone', 'Octavia Spencer']","['Tate Taylor', 'Kathryn Stockett']","{'directors': ['0853238'], 'stars': ['0205626', '1297015', '0818055'], 'writers': ['0853238', '3543826']}","$169,708,112",1454029
